Locality,type 0f crime,date,time,area of the locality,sloved?,total police officers,
PRASHANT VIHAR,rape,24/07/13,11:13,2.076678927,1,28,
BEGUM PUR,robbery,05/10/13,7:06,35.4901909,1,72,
CIVIL LINES,theft,10/03/13,11:03,4.21554288,1,71,
SARITA VIHAR,theft,07/10/14,1:01,6.171102991,0,44,
SEELAMPUR,theft,11/09/15,12:26,1.57623738,0,33,
SONIA VIHAR,theft,17/11/13,7:13,4.453887398,0,80,
SULTAN PURI,robbery,19/02/14,22:34,1.975070373,0,58,
MANGOLPURI,rape,17/03/15,16:17,2.980192322,1,73,
KASHMERE GATE,theft,25/11/16,2:44,1.627909974,0,70,
JAHANGIR PURI,theft,10/11/16,22:40,2.463668046,0,15,
MAURYA ENCLAVE,assualt_murders,03/02/16,17:05,5.879256003,1,17,
DEFENCE COLONY,robbery,15/02/16,2:20,2.480276534,0,11,
SHAKARPUR,theft,28/02/16,15:33,3.019451766,0,71,
SUBZIMANDI,sexual_harassement,16/10/13,1:10,2.975208719,0,92,
SULTAN PURI,theft,17/09/16,18:32,1.975070373,0,73,
TIMARPUR,theft,03/08/16,0:20,6.149745104,0,49,
BARAKHAMBA ROAD,theft,15/06/12,0:09,3.748441999,1,19,
SUNLIGHT COLONY,rape,24/02/14,6:37,2.112193774,1,33,
JAGATPURI,theft,27/06/12,21:09,1.021961219,0,68,
UTTAM NAGAR,sexual_harassement,27/09/14,15:12,2.747375479,0,99,
CHITRANJAN PARK,assualt_murders,08/09/16,6:37,2.659329537,0,6,
PUNJABI BAGH,theft,30/11/13,0:55,2.57731064,0,16,
TILAK MARG,murder,01/07/12,17:38,3.748441999,1,72,
KARAWAL NAGAR,theft,17/03/13,0:00,2.937546578,0,22,
SUNLIGHT COLONY,theft,12/09/13,17:33,2.112193774,0,66,
PALAM VILLAGE,theft,21/06/15,19:07,1.326803624,1,62,
KHYALA,theft,10/01/14,21:43,2.093069914,0,32,
MALVIYA NAGAR,theft,16/01/13,18:04,1.379853572,1,5,
BEGUM PUR,theft,29/03/15,12:53,35.4901909,1,40,
MAYA PURI,murder,02/01/12,16:12,2.553754816,0,88,
SUNLIGHT COLONY,theft,06/05/12,6:05,2.112193774,0,32,
BEGUM PUR,theft,07/05/16,15:28,35.4901909,1,76,
KHYALA,assualt_murders,24/07/16,20:06,2.093069914,1,48,
VIKAS PURI,theft,20/06/13,13:40,1.247661874,0,48,
SUNLIGHT COLONY,theft,07/10/16,8:38,2.112193774,0,74,
PULPRAHLAD PUR,theft,15/09/12,1:42,3.852127696,1,24,
RAJOURI GARDEN,assualt_murders,09/10/13,15:12,1.798942912,0,89,
KHAJURIKHAS,theft,26/06/13,1:05,4.453887398,0,30,
NABI KARIM,theft,21/02/15,22:33,1.799866446,0,74,
SUBHASH PLACE,sexual_harassement,25/11/14,8:24,0.885072498,0,37,
SEELAMPUR,theft,18/04/13,17:42,1.57623738,1,68,
ANAND PARBAT,robbery,02/03/16,11:53,1.948430286,1,87,
MAHENDRA PARK,theft,18/06/16,7:34,2.463668046,1,82,
MAYA PURI,theft,28/01/13,19:24,2.553754816,0,67,
LAJPAT NAGAR,theft,08/02/12,18:24,1.505936692,0,77,
JAHANGIR PURI,theft,02/05/16,20:49,2.463668046,0,80,
MAURICE NAGAR,theft,06/09/15,17:33,6.149745104,1,88,
MAURYA ENCLAVE,assualt_murders,10/05/13,0:58,5.879256003,0,16,
SULTAN PURI,theft,12/06/16,22:37,1.975070373,1,67,
SOUTH CAMPUS,theft,10/11/12,14:10,4.518856098,0,56,
KASHMERE GATE,theft,07/02/16,8:29,1.627909974,1,18,
UTTAM NAGAR,theft,28/08/13,5:57,2.747375479,1,33,
KIRTI NAGAR,assualt_murders,17/02/15,8:48,1.511976155,1,84,
JANAK PURI,theft,23/10/15,7:07,2.051115234,1,40,
RANJIT NAGAR,theft,16/01/15,18:30,2.003783762,0,48,
SEEMAPURI,theft,24/05/12,6:44,4.731868997,1,35,
CHANAKYAPURI,theft,13/11/15,12:27,10.99345252,1,25,
ROOP NAGAR,theft,16/01/15,9:35,1.076492634,1,72,
GULABIBAGH,theft,29/07/15,6:42,2.218660178,0,23,
INDERPURI,theft,08/04/15,15:35,1.255396299,1,18,
NANGLOI,theft,05/01/16,11:53,2.253261514,0,47,
SHAHDARA,assualt_murders,19/01/14,22:25,2.231365619,1,50,
CONNAUGHT PLACE,theft,02/01/14,9:42,5.266891996,0,98,
MADHUVIHAR,theft,30/2/2016,23:39,4.995712622,1,51,
H. N. DIN,theft,20/10/13,17:33,10.31630404,0,20,
PRASHANT VIHAR,theft,02/09/16,6:15,6.857849293,1,43,
SEEMAPURI,theft,23/10/13,4:34,4.731868997,0,4,
PRASHANT VIHAR,sexual_harassement,29/11/16,13:38,2.076678927,1,30,
MAURICE NAGAR,theft,24/03/13,4:54,6.149745104,0,84,
SEELAMPUR,theft,15/07/16,23:48,1.57623738,1,71,
PANDAV NAGAR,theft,28/06/13,1:05,1.470612978,0,57,
NABI KARIM,theft,13/08/15,0:02,1.799866446,0,68,
NIHAL VIHAR,theft,13/05/16,17:08,3.660010619,1,94,
PASCHIM VIHAR,robbery,05/04/14,1:29,3.794663797,1,34,
PUNJABI BAGH,theft,19/11/12,13:27,2.57731064,0,67,
ROHINI NORTH,theft,28/06/15,19:53,2.076678927,1,64,
DELHI CANTT,sexual_harassement,30/07/15,12:57,42.83635341,0,22,
CONNAUGHT PLACE,theft,19/06/14,7:34,5.266891996,0,66,
TILAK NAGAR,robbery,25/02/15,17:12,1.622207446,0,85,
JAHANGIR PURI,theft,29/07/16,14:47,2.463668046,0,64,
GEETA COLONY,theft,16/03/16,9:10,1.021961219,1,25,
NEW ASHOK NAGAR,theft,20/05/14,11:34,3.300804937,0,66,
MAHENDRA PARK,theft,13/08/13,8:45,2.463668046,0,71,
SUNLIGHT COLONY,theft,08/09/12,14:11,2.112193774,0,23,
SAROJINI NAGAR,theft,02/01/12,21:34,1.891342634,1,58,
PARLIAMENT STREET,theft,17/04/13,20:12,5.266891996,1,68,
NEW FRIENDS COLONY,theft,23/11/14,19:56,4.04538671,1,34,
PATEL NAGAR,theft,07/05/15,17:35,4.104570166,0,35,
BINDAPUR,theft,28/11/15,20:39,2.747375479,1,86,
TUGLAK ROAD,theft,21/11/13,13:34,6.857849293,1,34,
KANJHAWALA,theft,29/01/12,1:22,35.4901909,1,18,
JAMIA NAGAR,theft,04/05/12,1:52,7.880690981,0,86,
PUNJABI BAGH,robbery,21/05/16,2:41,2.57731064,1,29,
PUNJABI BAGH,theft,03/04/13,2:37,2.57731064,1,24,
MANDAWALI,theft,14/09/13,18:59,4.995712622,1,62,
NEW USMANPUR,theft,01/09/13,4:21,3.093393387,0,26,
SUNLIGHT COLONY,theft,19/05/13,13:36,2.112193774,0,88,
SUNLIGHT COLONY,theft,17/01/16,0:02,2.112193774,0,74,
TUGLAK ROAD,theft,11/02/13,9:48,6.857849293,0,24,
GOVIND PURI,theft,26/10/14,6:39,8.99271206,0,65,
TUGLAK ROAD,theft,04/02/16,15:42,6.857849293,0,74,
PATEL NAGAR,theft,01/03/12,10:39,4.104570166,0,3,
MAURYA ENCLAVE,theft,05/02/14,9:41,5.879256003,1,73,
TUGLAK ROAD,murder,17/03/14,12:21,6.857849293,1,28,
LAHORI GATE,robbery,13/02/13,8:10,2.975208719,1,14,
NANDNAGARI,assualt_murders,05/02/14,3:14,2.02815697,0,74,
MAHENDRA PARK,theft,18/06/13,5:44,2.463668046,1,29,
KAROL BAGH,theft,06/11/12,11:11,1.643641889,1,42,
PASCHIM VIHAR,assualt_murders,06/09/15,5:14,3.794663797,0,5,
SADAR BAZAR,theft,15/06/12,0:49,2.975208719,1,10,
PUNJABI BAGH,theft,12/08/15,19:17,2.57731064,1,3,
HAUZQAZI,theft,27/03/15,23:25,3.095888323,0,32,
TUGLAK ROAD,robbery,27/04/13,18:07,6.857849293,0,91,
SHALIMAR BAGH,sexual_harassement,15/02/14,13:44,1.28161156,0,39,
NIHAL VIHAR,robbery,30/04/14,12:22,3.660010619,0,13,
SHAKARPUR,assualt_murders,08/04/13,6:54,3.019451766,0,62,
KOTALA MUBARAK PUR,assualt_murders,06/02/16,23:23,1.628367164,0,32,
MADHUVIHAR,theft,08/09/14,1:26,4.995712622,0,87,
RANI BAGH,robbery,10/04/13,7:11,2.974723888,1,29,
RANI BAGH,theft,25/03/12,7:17,2.974723888,1,96,
ROHINI SOUTH,theft,22/05/12,23:03,2.649542395,0,15,
BEGUM PUR,theft,13/02/14,11:11,35.4901909,1,20,
DWARKA SOUTH,robbery,30/03/15,18:25,30.06854798,0,83,
DELHI CANTT,robbery,24/02/15,3:52,42.83635341,1,82,
JAGATPURI,theft,04/05/13,8:41,1.021961219,0,81,
MOTI NAGAR,theft,16/08/12,21:58,3.148605142,1,35,
SHAHBAD DAIRY,theft,14/07/16,9:35,49.82264953,0,1,
LAHORI GATE,theft,02/06/16,13:32,2.975208719,0,39,
SARITA VIHAR,theft,02/04/15,19:44,7.942774025,0,47,
JAFFARPUR KALAN,robbery,19/06/14,12:49,70.46948722,1,34,
SEELAMPUR,sexual_harassement,04/05/15,20:16,1.57623738,0,80,
HARSH VIHAR,theft,22/03/16,5:24,2.572204895,0,77,
MADHUVIHAR,assualt_murders,11/10/15,19:24,4.995712622,0,84,
TILAK NAGAR,theft,15/01/13,21:37,1.622207446,0,35,
TILAK NAGAR,theft,30/04/12,13:19,1.622207446,0,55,
BADAR PUR,theft,16/02/15,23:05,2.116989697,0,95,
H. N. DIN,theft,11/02/13,12:33,10.31630404,1,2,
I.P. ESTATE,murder,16/10/14,0:51,9.253420865,1,19,
MADHUVIHAR,theft,15/07/14,8:16,4.995712622,1,52,
GEETA COLONY,rape,02/10/13,11:04,1.021961219,1,6,
KASHMERE GATE,theft,02/10/12,17:25,1.627909974,0,53,
KASHMERE GATE,theft,26/06/16,5:42,1.627909974,1,84,
SONIA VIHAR,theft,05/01/12,8:07,4.453887398,1,69,
PREETVIHAR,theft,28/04/12,3:25,2.272578698,1,65,
BAWANA,theft,24/02/16,5:52,40.32792292,0,0,
SARITA VIHAR,theft,05/04/12,2:41,7.942774025,0,15,
KHAJURIKHAS,robbery,15/11/15,14:20,4.453887398,0,67,
JAMIA NAGAR,theft,10/07/14,5:06,7.880690981,1,24,
PARLIAMENT STREET,theft,01/02/12,11:23,5.266891996,0,28,
MADHUVIHAR,theft,20/09/12,23:49,4.995712622,1,32,
NAJAFGARH,theft,06/10/15,11:08,8.461597124,0,13,
RAJINDER NAGAR,theft,12/05/15,7:15,3.013302528,0,51,
SAROJINI NAGAR,theft,13/06/15,5:01,1.891342634,1,53,
BAWANA,theft,16/01/12,8:11,40.32792292,1,86,
CHANDNI MAHAL,theft,07/02/12,22:21,5.570696132,1,83,
MODEL TOWN,theft,24/06/14,9:37,2.689157085,0,61,
MIANWALI NAGAR,theft,04/06/12,23:28,1.729847853,1,71,
BINDAPUR,theft,21/06/12,19:52,2.5680795,0,18,
BINDAPUR,theft,28/02/16,20:28,2.5680795,1,5,
PUNJABI BAGH,theft,16/01/13,23:30,2.57731064,1,81,
SONIA VIHAR,theft,06/03/13,21:37,4.453887398,0,89,
BURARI,theft,13/09/13,19:11,11.3338763,1,87,
BAWANA,theft,16/08/16,18:35,40.32792292,1,23,
MUKHERJI NAGAR,theft,18/05/16,11:14,6.149745104,1,50,
MANDIR MARG,theft,07/07/14,21:35,9.889059631,0,36,
RANJIT NAGAR,theft,03/08/14,20:10,2.003783762,0,80,
BAWANA,theft,23/04/14,12:25,40.32792292,0,31,
PUNJABI BAGH,theft,02/09/13,2:46,2.57731064,0,82,
SHAHBAD DAIRY,theft,13/02/16,22:13,49.82264953,0,47,
BURARI,murder,12/10/16,5:46,11.3338763,1,79,
MALVIYA NAGAR,theft,24/07/16,14:55,1.379853572,0,33,
PUNJABI BAGH,theft,05/03/15,2:06,2.57731064,0,33,
CHITRANJAN PARK,robbery,17/03/12,5:33,2.659329537,0,31,
ANANDVIHAR,rape,27/11/14,12:01,4.558969692,0,21,
SEELAMPUR,rape,16/04/14,19:10,1.57623738,1,31,
MAHENDRA PARK,theft,04/07/14,22:11,2.463668046,0,8,
PUNJABI BAGH,theft,21/05/12,16:04,2.57731064,1,35,
LAHORI GATE,theft,21/08/16,14:35,2.975208719,1,14,
ROHINI NORTH,theft,22/11/15,23:11,2.076678927,1,61,
AMAR COLONY,theft,18/03/15,22:45,1.505936692,1,11,
BAWANA,theft,02/09/15,11:23,40.32792292,1,45,
MADHUVIHAR,theft,29/07/12,4:57,4.995712622,0,67,
NARAINA,theft,15/09/14,0:35,14.93729349,0,83,
VIVEKVIHAR,theft,24/05/16,12:18,4.731868997,0,53,
PRASHANT VIHAR,assualt_murders,14/03/12,2:41,2.076678927,0,92,
D.B.G ROAD,theft,09/01/16,16:44,1.643641889,1,55,
PRASHANT VIHAR,assualt_murders,29/2/2015,11:06,6.857849293,1,93,
SADAR BAZAR,theft,02/04/15,20:39,2.975208719,1,31,
KANJHAWALA,assualt_murders,11/08/15,1:50,35.4901909,0,84,
BADAR PUR,robbery,17/08/16,10:30,2.116989697,1,3,
KESHAV PURAM,theft,02/02/14,7:08,1.352844685,1,91,
BADAR PUR,theft,01/09/13,6:35,2.116989697,0,70,
UTTAM NAGAR,theft,01/02/15,17:14,2.747375479,0,83,
SEELAMPUR,theft,01/10/14,16:18,1.57623738,0,19,
KRISHNA NAGAR,rape,02/09/16,1:11,1.904048824,0,47,
KOTALA MUBARAK PUR,theft,20/07/16,11:49,1.628367164,0,35,
PUNJABI BAGH,theft,05/05/13,19:50,2.57731064,1,54,
BARAKHAMBA ROAD,theft,30/05/13,13:33,3.748441999,1,73,
PREETVIHAR,theft,24/10/14,3:20,2.272578698,1,89,
D.B.G ROAD,theft,02/09/13,10:04,1.643641889,0,80,
CONNAUGHT PLACE,theft,23/07/12,14:09,5.266891996,1,12,
PASCHIM VIHAR,sexual_harassement,04/03/12,16:09,3.794663797,1,52,
KAMLA MARKET,theft,30/01/16,3:58,3.095888323,1,14,
JAHANGIR PURI,theft,04/07/14,2:52,2.463668046,0,89,
NARAINA,theft,30/09/15,1:15,14.93729349,1,4,
PREETVIHAR,sexual_harassement,06/08/15,12:20,2.272578698,1,62,
KHAJURIKHAS,theft,20/01/14,10:36,4.453887398,0,62,
PASCHIM VIHAR,sexual_harassement,13/08/16,1:32,3.794663797,1,30,
PRASHANT VIHAR,theft,25/11/14,19:14,2.076678927,0,56,
BADAR PUR,theft,18/08/15,13:07,2.116989697,1,70,
CIVIL LINES,theft,30/08/16,20:42,4.21554288,0,72,
CHITRANJAN PARK,robbery,01/06/13,19:56,2.659329537,1,12,
MUKHERJI NAGAR,robbery,19/01/14,19:28,6.149745104,1,94,
KHYALA,theft,06/05/14,2:22,2.093069914,0,59,
PAHARGANJ,theft,05/06/13,1:59,1.728182346,0,33,
BURARI,theft,23/02/15,2:50,11.3338763,1,74,
NEW FRIENDS COLONY,theft,16/01/15,4:22,4.04538671,0,61,
BINDAPUR,theft,19/06/16,21:59,2.5680795,0,64,
RANHOLA,theft,17/03/16,9:08,11.28382351,1,59,
SAFDARJUNG ENCLAVE,theft,28/05/15,12:08,3.486811523,1,85,
PAHARGANJ,theft,08/01/15,7:50,1.728182346,0,22,
MANDAWALI,theft,02/03/14,12:36,4.995712622,1,30,
KESHAV PURAM,rape,30/06/13,17:18,1.352844685,1,87,
KAMLA MARKET,theft,09/08/16,2:13,3.095888323,0,87,
NEW ASHOK NAGAR,theft,29/01/12,22:44,3.300804937,0,72,
NEW USMANPUR,theft,01/02/15,0:10,3.093393387,1,50,
NANGLOI,theft,08/08/13,8:55,2.253261514,0,41,
SAROJINI NAGAR,theft,22/11/14,8:51,1.891342634,1,21,
RANI BAGH,gangrape,13/03/15,17:31,2.974723888,1,44,
BHALSWA DAIRY,theft,10/06/15,10:32,4.49852205,0,31,
VIVEKVIHAR,theft,11/08/16,9:00,4.731868997,0,62,
PARLIAMENT STREET,theft,12/07/16,18:05,5.266891996,1,9,
JAMIA NAGAR,theft,24/05/13,23:38,7.880690981,0,32,
ROHINI NORTH,theft,11/03/12,16:45,2.076678927,0,60,
NABI KARIM,theft,13/06/13,3:09,1.799866446,1,32,
NEW FRIENDS COLONY,theft,03/02/12,18:29,4.04538671,0,86,
CONNAUGHT PLACE,theft,08/01/16,0:48,5.266891996,1,82,
ROOP NAGAR,sexual_harassement,24/08/15,1:00,1.076492634,1,79,
RAJOURI GARDEN,theft,06/04/12,14:19,1.731624057,0,94,
NEW ASHOK NAGAR,theft,06/07/12,18:23,3.300804937,1,53,
BURARI,theft,05/07/13,22:28,11.3338763,0,51,
KESHAV PURAM,theft,13/08/16,16:08,1.352844685,1,86,
PUNJABI BAGH,theft,25/04/16,0:56,2.57731064,1,45,
MAYA PURI,theft,01/02/13,10:20,2.553754816,0,84,
TILAK MARG,theft,28/10/12,7:56,3.748441999,0,6,
CIVIL LINES,theft,06/02/14,19:18,4.21554288,1,55,
BABA HARI DAS NAGAR,assualt_murders,01/10/15,0:51,28.98213358,0,27,
KALKAJI,theft,07/09/14,5:50,2.745338744,0,24,
BAWANA,rape,01/10/16,21:47,40.32792292,1,59,
MAHENDRA PARK,theft,01/03/12,21:32,2.463668046,0,63,
PARLIAMENT STREET,robbery,12/07/16,12:54,5.266891996,0,8,
KANJHAWALA,theft,22/03/13,20:03,35.4901909,0,42,
PREETVIHAR,robbery,04/11/13,16:11,2.272578698,0,75,
TILAK MARG,theft,01/02/15,2:30,3.748441999,0,67,
MAURYA ENCLAVE,theft,08/07/13,8:06,5.879256003,0,34,
I.P. ESTATE,rape,25/05/16,9:24,9.253420865,1,39,
AMAN VIHAR,theft,17/11/16,22:11,3.296887934,0,42,
NEW ASHOK NAGAR,theft,20/09/14,11:02,3.300804937,0,13,
HAUZ KHAS,assualt_murders,06/04/13,22:53,2.436526458,0,49,
NEW FRIENDS COLONY,theft,21/05/14,22:19,4.04538671,0,76,
RANI BAGH,theft,09/05/12,20:05,2.974723888,1,10,
CONNAUGHT PLACE,theft,27/01/16,6:32,5.266891996,1,4,
PANDAV NAGAR,theft,25/07/12,4:36,1.470612978,1,20,
MADHUVIHAR,theft,12/11/14,11:52,4.995712622,0,7,
SEEMAPURI,theft,22/01/12,23:31,4.731868997,0,99,
MIANWALI NAGAR,robbery,17/07/13,22:59,1.729847853,1,18,
BARAKHAMBA ROAD,theft,06/11/16,13:57,3.748441999,0,87,
BEGUM PUR,theft,03/11/15,7:58,35.4901909,1,5,
PARSHAD NAGAR,theft,25/09/15,2:40,4.104570166,0,51,
CHHAWLA,theft,05/02/16,5:41,26.30944559,1,23,
KESHAV PURAM,theft,24/02/16,4:10,1.352844685,0,49,
MANDIR MARG,theft,12/10/15,23:39,9.889059631,0,97,
MAYA PURI,theft,23/02/14,21:19,2.553754816,1,74,
TUGLAK ROAD,theft,18/07/12,4:54,6.857849293,1,86,
SUNLIGHT COLONY,theft,10/10/14,17:41,2.112193774,0,7,
UTTAM NAGAR,theft,05/10/15,20:36,2.747375479,0,46,
SEEMAPURI,theft,30/08/16,0:37,4.731868997,1,57,
DABRI,theft,13/01/15,16:29,3.401013428,0,33,
MADHUVIHAR,sexual_harassement,19/11/15,1:05,4.995712622,1,83,
SEEMAPURI,theft,03/02/13,21:57,4.731868997,1,83,
INDERPURI,theft,29/05/13,15:26,1.255396299,1,84,
PAHARGANJ,theft,15/08/15,19:44,1.728182346,1,66,
MODEL TOWN,theft,22/05/16,9:23,2.689157085,1,78,
NARELA,theft,06/02/15,0:11,20.33327697,1,59,
ANAND PARBAT,theft,20/07/13,0:43,1.948430286,1,9,
CONNAUGHT PLACE,theft,23/03/15,2:18,5.266891996,0,46,
TUGLAK ROAD,theft,19/03/14,1:13,6.857849293,0,59,
SEEMAPURI,theft,01/04/12,23:14,4.731868997,1,18,
MAURICE NAGAR,theft,06/05/13,9:54,6.149745104,0,60,
KHYALA,theft,03/06/14,23:31,2.093069914,1,7,
NEW FRIENDS COLONY,theft,06/03/13,13:00,4.04538671,0,37,
MAHENDRA PARK,theft,27/07/15,5:16,2.463668046,0,67,
AMAN VIHAR,robbery,08/08/15,15:12,3.296887934,1,70,
NEB SARAI,theft,23/09/14,6:27,8.344724019,0,33,
ASHOK VIHAR,theft,05/05/14,14:28,3.536288039,0,70,
PASCHIM VIHAR,theft,18/02/13,17:13,3.794663797,1,61,
GREATER KAILASH,theft,04/01/16,16:15,3.793564843,0,51,
ANANDVIHAR,theft,02/09/15,4:54,4.558969692,1,42,
KALKAJI,theft,08/09/16,20:12,2.659329537,0,38,
PAHARGANJ,theft,17/04/12,21:52,1.728182346,1,79,
VIKAS PURI,theft,25/08/14,0:00,1.247661874,1,95,
BINDAPUR,robbery,27/05/15,13:11,2.747375479,0,67,
ANANDVIHAR,theft,07/01/14,15:36,4.558969692,1,78,
JAFFARPUR KALAN,theft,01/06/16,0:20,70.46948722,1,71,
RANHOLA,theft,11/01/13,0:23,11.28382351,0,63,
CHITRANJAN PARK,theft,25/05/12,0:20,2.659329537,0,66,
BARAKHAMBA ROAD,robbery,03/08/15,7:22,3.748441999,1,5,
ROHINI SOUTH,robbery,18/05/15,3:55,2.649542395,0,72,
LODHI COLONY,theft,22/03/14,0:13,2.11696063,1,80,
MANDAWALI,theft,02/03/14,10:27,4.995712622,0,68,
MODEL TOWN,theft,27/10/15,18:25,2.689157085,0,53,
BARAKHAMBA ROAD,theft,22/11/12,9:46,3.748441999,1,57,
SEELAMPUR,theft,18/03/16,18:15,1.57623738,1,21,
NAJAFGARH,theft,04/02/14,3:10,8.461597124,1,55,
NEW FRIENDS COLONY,theft,22/04/12,6:02,4.04538671,0,9,
MODEL TOWN,theft,01/01/15,1:21,2.689157085,1,90,
PUNJABI BAGH,rape,28/11/13,12:29,2.57731064,1,80,
BAWANA,theft,14/04/14,14:19,40.32792292,0,79,
CHANDNI MAHAL,theft,22/06/13,22:46,5.570696132,1,64,
SHALIMAR BAGH,robbery,11/06/15,15:46,1.28161156,0,10,
CHANAKYAPURI,theft,13/07/13,4:17,10.99345252,1,81,
NEW ASHOK NAGAR,theft,30/03/12,5:43,3.300804937,1,48,
NANDNAGARI,theft,11/09/15,12:57,2.02815697,1,92,
ANAND PARBAT,theft,12/08/15,23:05,1.948430286,1,77,
JYOTI NAGAR,murder,24/08/13,8:27,1.275858528,1,64,
TILAK MARG,theft,04/11/15,23:21,3.748441999,0,31,
AMAN VIHAR,theft,13/07/14,21:19,3.296887934,1,72,
PRASHANT VIHAR,theft,11/07/12,19:36,6.857849293,1,39,
GREATER KAILASH,theft,12/07/14,14:37,3.793564843,1,26,
TIMARPUR,theft,09/04/16,3:59,6.149745104,1,22,
ASHOK VIHAR,sexual_harassement,03/06/15,7:32,3.536288039,1,62,
PAHARGANJ,theft,23/01/16,3:36,1.728182346,0,50,
CONNAUGHT PLACE,theft,17/05/14,10:44,5.266891996,0,71,
NEB SARAI,theft,18/09/15,1:54,8.344724019,0,33,
BAWANA,theft,24/08/12,21:54,40.32792292,1,11,
MANSAROVAR PARK,theft,21/03/15,20:02,2.231365619,0,34,
MADHUVIHAR,theft,18/01/12,19:07,4.995712622,0,83,
AMAR COLONY,robbery,28/02/13,18:51,1.505936692,0,6,
BARA HINDU RAO,theft,25/07/13,9:37,1.749323881,1,38,
LAHORI GATE,theft,13/03/15,22:45,2.975208719,1,90,
RANI BAGH,theft,08/09/14,9:35,2.974723888,1,76,
SHALIMAR BAGH,theft,29/11/12,2:49,1.28161156,0,50,
KIRTI NAGAR,theft,30/10/14,3:32,1.511976155,0,3,
NABI KARIM,theft,01/09/14,6:32,1.799866446,1,95,
MUNDKA,theft,10/11/15,18:19,48.58235864,0,15,
PUNJABI BAGH,theft,25/07/16,15:17,2.57731064,0,83,
GOKULPURI,robbery,29/05/14,21:48,1.566343791,1,1,
VASANT KUNJ NORTH,robbery,19/07/16,21:21,14.1053716,1,47,
KALKAJI,assualt_murders,14/02/15,20:38,2.659329537,0,82,
ANANDVIHAR,theft,08/10/13,18:07,4.558969692,1,28,
MOTI NAGAR,theft,21/10/14,20:20,3.148605142,0,40,
GOVIND PURI,theft,17/11/14,16:41,8.99271206,0,2,
MADHUVIHAR,theft,28/02/15,14:27,4.995712622,0,52,
ANANDVIHAR,robbery,21/10/16,13:24,4.558969692,1,65,
TUGLAK ROAD,theft,05/11/15,12:34,6.857849293,0,13,
KHYALA,theft,20/01/12,8:45,2.093069914,0,1,
ALIPUR,theft,07/04/16,3:37,51.54547492,1,93,
RANHOLA,theft,10/10/13,2:30,11.28382351,1,86,
UTTAM NAGAR,theft,26/05/15,17:25,2.747375479,1,16,
KASHMERE GATE,theft,29/04/13,0:36,1.627909974,1,32,
MADHUVIHAR,theft,14/11/13,13:35,4.995712622,1,19,
SWARUP NAGAR,assualt_murders,11/04/16,3:40,12.08811457,0,8,
BHALSWA DAIRY,theft,11/05/14,21:28,4.49852205,0,31,
JANAK PURI,theft,14/07/16,1:15,2.051115234,1,6,
RANHOLA,theft,23/08/16,14:53,11.28382351,0,47,
MUKHERJI NAGAR,theft,04/06/12,22:24,6.149745104,0,50,
PRASHANT VIHAR,theft,01/10/13,7:27,2.076678927,1,73,
BEGUM PUR,theft,19/04/15,21:13,35.4901909,0,71,
MEHRAULI,assualt_murders,12/07/14,22:43,38.91186678,0,81,
BADAR PUR,theft,14/05/14,21:17,2.116989697,0,61,
CIVIL LINES,theft,11/01/12,8:09,4.21554288,1,3,
SEELAMPUR,theft,14/02/15,2:26,1.57623738,0,2,
CIVIL LINES,robbery,10/10/15,18:05,4.21554288,1,64,
SUBZIMANDI,theft,06/05/14,16:16,2.975208719,1,67,
PALAM VILLAGE,theft,01/01/15,1:24,1.326803624,0,65,
MAHENDRA PARK,theft,28/05/15,19:12,2.463668046,1,55,
BARAKHAMBA ROAD,theft,14/03/13,18:26,3.748441999,0,69,
MANSAROVAR PARK,theft,11/11/15,5:05,2.231365619,0,7,
DABRI,assualt_murders,05/05/13,18:14,3.401013428,0,75,
PATEL NAGAR,theft,11/08/15,12:25,4.104570166,0,29,
NABI KARIM,theft,26/09/15,10:22,1.799866446,0,56,
PUNJABI BAGH,theft,17/07/15,19:41,2.57731064,1,16,
VIJAY VIHAR,rape,25/01/13,23:35,2.649542395,0,8,
HARSH VIHAR,theft,22/05/12,13:23,2.572204895,1,12,
PARSHAD NAGAR,theft,01/02/13,1:43,4.104570166,1,41,
KHYALA,theft,09/08/14,18:56,2.093069914,1,39,
SHALIMAR BAGH,theft,21/05/15,4:36,1.28161156,1,5,
MAYURVIHAR,sexual_harassement,04/02/13,16:26,2.111658828,1,14,
MANSAROVAR PARK,theft,19/04/15,15:09,2.231365619,1,11,
VIJAY VIHAR,theft,18/08/15,10:25,2.649542395,1,46,
ROHINI NORTH,robbery,15/06/12,19:00,2.076678927,1,48,
NAJAFGARH,robbery,05/08/13,23:56,8.461597124,0,75,
ANANDVIHAR,robbery,22/04/16,8:00,4.558969692,1,44,
RANJIT NAGAR,theft,11/06/15,6:59,2.003783762,1,46,
NARAINA,theft,13/11/14,18:23,14.93729349,0,44,
MODEL TOWN,theft,06/09/13,8:38,2.689157085,1,35,
KESHAV PURAM,theft,12/05/12,2:56,1.352844685,0,9,
RAJOURI GARDEN,theft,27/06/14,16:03,1.731624057,0,26,
DWARKA SOUTH,theft,30/06/14,17:39,30.06854798,1,72,
SEELAMPUR,theft,05/04/14,11:47,1.57623738,0,0,
DABRI,theft,02/07/14,5:26,3.401013428,1,67,
GULABIBAGH,theft,17/03/14,16:16,2.218660178,1,22,
RAJOURI GARDEN,theft,08/04/15,4:22,1.798942912,0,24,
